Filename	DirectLink	FileLink
A20420480	https://drive.google.com/uc?id=1TNbQFL6H-012O5FGTPa3nAYqPq9jJ9HM&export=download	https://drive.google.com/file/d/1TNbQFL6H-012O5FGTPa3nAYqPq9jJ9HM/edit
A20420467	https://drive.google.com/uc?id=12_ajVOM6zrrPXwUEf5LzM5gBIXVvm-9Y&export=download	https://drive.google.com/file/d/12_ajVOM6zrrPXwUEf5LzM5gBIXVvm-9Y/edit
A20420468	https://drive.google.com/uc?id=10up8gO65NnKt5wL0piD8zllsfSopuQg_&export=download	https://drive.google.com/file/d/10up8gO65NnKt5wL0piD8zllsfSopuQg_/edit
A20420466	https://drive.google.com/uc?id=1U_ZAm3m9JfwMpJIN43Qx_GhQP8fh5EVB&export=download	https://drive.google.com/file/d/1U_ZAm3m9JfwMpJIN43Qx_GhQP8fh5EVB/edit
A20420454	https://drive.google.com/uc?id=1WWFyh2Qp5pa5kTdXkbx7dIL9zjSpk_-C&export=download	https://drive.google.com/file/d/1WWFyh2Qp5pa5kTdXkbx7dIL9zjSpk_-C/edit
A20420453 	https://drive.google.com/uc?id=1i77ctrBmC6rKiApEhuNRvwgl-lMX2EDQ&export=download	https://drive.google.com/file/d/1i77ctrBmC6rKiApEhuNRvwgl-lMX2EDQ/edit
A20420448	https://drive.google.com/uc?id=1X1q2qQvV2XSxg7zHOHZOkKPgQg18D--Y&export=download	https://drive.google.com/file/d/1X1q2qQvV2XSxg7zHOHZOkKPgQg18D--Y/edit
A20420438	https://drive.google.com/uc?id=1G7AZs4oRe-oW6PTVUK8U9n5_VH4BS8nY&export=download	https://drive.google.com/file/d/1G7AZs4oRe-oW6PTVUK8U9n5_VH4BS8nY/edit
A20420426	https://drive.google.com/uc?id=19PMJdi9La95HPnodBXwAHi48K6zFsnqZ&export=download	https://drive.google.com/file/d/19PMJdi9La95HPnodBXwAHi48K6zFsnqZ/edit
A20420433	https://drive.google.com/uc?id=1hBHHvlRTyVjomc7AMEh0PQ1TcPbcOmmo&export=download	https://drive.google.com/file/d/1hBHHvlRTyVjomc7AMEh0PQ1TcPbcOmmo/edit
A20420424	https://drive.google.com/uc?id=17eS3x0soeEZ0Xhn2e5-KXFWMpYIy0hki&export=download	https://drive.google.com/file/d/17eS3x0soeEZ0Xhn2e5-KXFWMpYIy0hki/edit
A20420421	https://drive.google.com/uc?id=1ryncfo-M3WenNdgXzo-qEVXuXTzQfKPk&export=download	https://drive.google.com/file/d/1ryncfo-M3WenNdgXzo-qEVXuXTzQfKPk/edit
A20420416	https://drive.google.com/uc?id=1j6pvi16EMMJM_oIehak-srJp7IbXjL6i&export=download	https://drive.google.com/file/d/1j6pvi16EMMJM_oIehak-srJp7IbXjL6i/edit
A20420410	https://drive.google.com/uc?id=1hUdXW9skomObIIfGTDb-Dt0yYletY-me&export=download	https://drive.google.com/file/d/1hUdXW9skomObIIfGTDb-Dt0yYletY-me/edit
A20420405	https://drive.google.com/uc?id=1jXe-EppIOV1-MTTEaiQw33NX4DJlG-Dk&export=download	https://drive.google.com/file/d/1jXe-EppIOV1-MTTEaiQw33NX4DJlG-Dk/edit
A20420398	https://drive.google.com/uc?id=1Cb-tH82UGhS4uaaHojhgC2BYtUy_O3aH&export=download	https://drive.google.com/file/d/1Cb-tH82UGhS4uaaHojhgC2BYtUy_O3aH/edit
A20420384	https://drive.google.com/uc?id=1z0inWZVaGIAy5GpG_BR1ZwKBiYhtk-7K&export=download	https://drive.google.com/file/d/1z0inWZVaGIAy5GpG_BR1ZwKBiYhtk-7K/edit
A20420388	https://drive.google.com/uc?id=1issE0-RH7-HarEifsx2LWVS0fFLULrEP&export=download	https://drive.google.com/file/d/1issE0-RH7-HarEifsx2LWVS0fFLULrEP/edit
A20420378	https://drive.google.com/uc?id=1DE-70rsxl2R7yLzFLD8lVCr4JNBrU6AL&export=download	https://drive.google.com/file/d/1DE-70rsxl2R7yLzFLD8lVCr4JNBrU6AL/edit
A20420375	https://drive.google.com/uc?id=1l9flza-3Ny55kx7F941gde8RYdQW7GST&export=download	https://drive.google.com/file/d/1l9flza-3Ny55kx7F941gde8RYdQW7GST/edit
A20420374	https://drive.google.com/uc?id=1QWqez8QNfzju8wA_v9cmaiplkK1RnKfJ&export=download	https://drive.google.com/file/d/1QWqez8QNfzju8wA_v9cmaiplkK1RnKfJ/edit
A20420372	https://drive.google.com/uc?id=15WVxWZOTRtsiqfW5rM4GYM9j8ROSJB5S&export=download	https://drive.google.com/file/d/15WVxWZOTRtsiqfW5rM4GYM9j8ROSJB5S/edit
A20420371	https://drive.google.com/uc?id=1yBlXRWjcU8uAi4JZUJSnAq8DwuqhoPqP&export=download	https://drive.google.com/file/d/1yBlXRWjcU8uAi4JZUJSnAq8DwuqhoPqP/edit
A20420361	https://drive.google.com/uc?id=1LOV3Kf9mRubc8iN-6ZWv3_8jQPV4i33S&export=download	https://drive.google.com/file/d/1LOV3Kf9mRubc8iN-6ZWv3_8jQPV4i33S/edit
A20420369	https://drive.google.com/uc?id=18WNkSSRAlG9pp56EfbkyE8a-sCzPLbIb&export=download	https://drive.google.com/file/d/18WNkSSRAlG9pp56EfbkyE8a-sCzPLbIb/edit
A20420360	https://drive.google.com/uc?id=1Kt4JpHX3P1OkeW7lqyFFXYUZvk5bPy0G&export=download	https://drive.google.com/file/d/1Kt4JpHX3P1OkeW7lqyFFXYUZvk5bPy0G/edit
A20420355	https://drive.google.com/uc?id=1WguFELwWDb1oUeWYH7nKjvfcNf31ymez&export=download	https://drive.google.com/file/d/1WguFELwWDb1oUeWYH7nKjvfcNf31ymez/edit
A20420353	https://drive.google.com/uc?id=1kUQXFiJ_M2k4qWwHQtZYSK3y46dsEzXp&export=download	https://drive.google.com/file/d/1kUQXFiJ_M2k4qWwHQtZYSK3y46dsEzXp/edit
A20420349	https://drive.google.com/uc?id=1BwOCMqiaMsmA6M0TojB-pgByELomeZxA&export=download	https://drive.google.com/file/d/1BwOCMqiaMsmA6M0TojB-pgByELomeZxA/edit
A20420348	https://drive.google.com/uc?id=15Pa65MP6HXnBCsoX3WNOI2xXzF8_cBJO&export=download	https://drive.google.com/file/d/15Pa65MP6HXnBCsoX3WNOI2xXzF8_cBJO/edit
A20420343	https://drive.google.com/uc?id=1DQ9TuSK4XUWfveuHDY8QN7XfrA77G9ez&export=download	https://drive.google.com/file/d/1DQ9TuSK4XUWfveuHDY8QN7XfrA77G9ez/edit
A20420340	https://drive.google.com/uc?id=1TfXmOYnHtk70wyVjvTznhEz81LyBG3oe&export=download	https://drive.google.com/file/d/1TfXmOYnHtk70wyVjvTznhEz81LyBG3oe/edit
A20420339	https://drive.google.com/uc?id=14uexex1oqeehPzJmzpIi3BfV2IVvn8Py&export=download	https://drive.google.com/file/d/14uexex1oqeehPzJmzpIi3BfV2IVvn8Py/edit
A20420337	https://drive.google.com/uc?id=1YLJD2zlslx7va2ijUEK2p83D0n3kZjVG&export=download	https://drive.google.com/file/d/1YLJD2zlslx7va2ijUEK2p83D0n3kZjVG/edit
A20420335	https://drive.google.com/uc?id=1rjlBxVEN3n8kCbOuPWAO5HeR7Hh6fpO6&export=download	https://drive.google.com/file/d/1rjlBxVEN3n8kCbOuPWAO5HeR7Hh6fpO6/edit
A20420334	https://drive.google.com/uc?id=1_wv7VIT4EjPlAjZmif20vuY9rItHZfb4&export=download	https://drive.google.com/file/d/1_wv7VIT4EjPlAjZmif20vuY9rItHZfb4/edit
A20420320	https://drive.google.com/uc?id=1ejzgMdKidKxbzVjusFxnb0KHdYnMfFsN&export=download	https://drive.google.com/file/d/1ejzgMdKidKxbzVjusFxnb0KHdYnMfFsN/edit
A20420315	https://drive.google.com/uc?id=1kYnv_cexlFDAQuh4wUyMqUyucRKypk83&export=download	https://drive.google.com/file/d/1kYnv_cexlFDAQuh4wUyMqUyucRKypk83/edit
A20420307	https://drive.google.com/uc?id=1y8wqXeMgJK8WRetyyOn7RXY-jIFGgwLx&export=download	https://drive.google.com/file/d/1y8wqXeMgJK8WRetyyOn7RXY-jIFGgwLx/edit
A20420305	https://drive.google.com/uc?id=1rNfNKQCSt-rQLoqKVGsCpcLgq-lmxO0s&export=download	https://drive.google.com/file/d/1rNfNKQCSt-rQLoqKVGsCpcLgq-lmxO0s/edit
A20420301	https://drive.google.com/uc?id=1WkwoPUh5OXyc74BLBeuT3QtCIesyyUK_&export=download	https://drive.google.com/file/d/1WkwoPUh5OXyc74BLBeuT3QtCIesyyUK_/edit
A20420293	https://drive.google.com/uc?id=1Sxr9JIYRGo3ob0q6Au5eGVDhnn9AIFZA&export=download	https://drive.google.com/file/d/1Sxr9JIYRGo3ob0q6Au5eGVDhnn9AIFZA/edit
A20420285	https://drive.google.com/uc?id=1sla0y_JZRKZ5KW_KpRmkNOzcuq8Q9rGu&export=download	https://drive.google.com/file/d/1sla0y_JZRKZ5KW_KpRmkNOzcuq8Q9rGu/edit
A20420276	https://drive.google.com/uc?id=17RKHjvmN__b4ROFk_UWqSUJaQZ5UjJVH&export=download	https://drive.google.com/file/d/17RKHjvmN__b4ROFk_UWqSUJaQZ5UjJVH/edit
A20420284	https://drive.google.com/uc?id=1U2kx-eoVxdcaPNp8_7VZAAhOdMjGGiiV&export=download	https://drive.google.com/file/d/1U2kx-eoVxdcaPNp8_7VZAAhOdMjGGiiV/edit
A20420274	https://drive.google.com/uc?id=1XidjitFRp2b_mavxlsfjN2HbGDJhUL_j&export=download	https://drive.google.com/file/d/1XidjitFRp2b_mavxlsfjN2HbGDJhUL_j/edit
A20420273	https://drive.google.com/uc?id=1XDB7jrzcSaWFqBM5VWTQKpFM6n6KeXSd&export=download	https://drive.google.com/file/d/1XDB7jrzcSaWFqBM5VWTQKpFM6n6KeXSd/edit
A20420268	https://drive.google.com/uc?id=1kH0-qxf1kcktJJolDMt6eWDqUgVMf296&export=download	https://drive.google.com/file/d/1kH0-qxf1kcktJJolDMt6eWDqUgVMf296/edit
A20420270	https://drive.google.com/uc?id=1OKXV0MON5N2FTirkvG9nljvh6l1JK4uu&export=download	https://drive.google.com/file/d/1OKXV0MON5N2FTirkvG9nljvh6l1JK4uu/edit
A20420267	https://drive.google.com/uc?id=1CtIoW4_LCqQCSA8xXrIQ0Zb-Iljjs0Vq&export=download	https://drive.google.com/file/d/1CtIoW4_LCqQCSA8xXrIQ0Zb-Iljjs0Vq/edit
A20420261	https://drive.google.com/uc?id=12ZEvKQAxqD74RYInVvqu2HXrk7FWnlZQ&export=download	https://drive.google.com/file/d/12ZEvKQAxqD74RYInVvqu2HXrk7FWnlZQ/edit
A20420251 	https://drive.google.com/uc?id=1JKHp7PGYi4y3mXbY7cb4kngjFKW6hMO1&export=download	https://drive.google.com/file/d/1JKHp7PGYi4y3mXbY7cb4kngjFKW6hMO1/edit
A20420254	https://drive.google.com/uc?id=17LlWurNUmcS33SugeXz9_746iRvMSXEX&export=download	https://drive.google.com/file/d/17LlWurNUmcS33SugeXz9_746iRvMSXEX/edit
A20421025	https://drive.google.com/uc?id=1SszbmmiC9n24shvHsus-FYiFXFTeKLeQ&export=download	https://drive.google.com/file/d/1SszbmmiC9n24shvHsus-FYiFXFTeKLeQ/edit
A20420241	https://drive.google.com/uc?id=1NyNEq76o5IFyri-oiUzCyr31hDcRujW3&export=download	https://drive.google.com/file/d/1NyNEq76o5IFyri-oiUzCyr31hDcRujW3/edit
A20420245	https://drive.google.com/uc?id=16TVwA065N-nmJZhpGHudZ0Uc0LYVEWPe&export=download	https://drive.google.com/file/d/16TVwA065N-nmJZhpGHudZ0Uc0LYVEWPe/edit
A20420237	https://drive.google.com/uc?id=1GyEZMBGccf5IrhhrSXVFgRNGwHeCZMib&export=download	https://drive.google.com/file/d/1GyEZMBGccf5IrhhrSXVFgRNGwHeCZMib/edit
A20420232	https://drive.google.com/uc?id=1kgpR19WHTmH9zCybj0b1BwMIA0_GzXHI&export=download	https://drive.google.com/file/d/1kgpR19WHTmH9zCybj0b1BwMIA0_GzXHI/edit
A20420226	https://drive.google.com/uc?id=1P4W4AU2f_b52c-0Ljbj_HezoEIEnq41i&export=download	https://drive.google.com/file/d/1P4W4AU2f_b52c-0Ljbj_HezoEIEnq41i/edit
A20420230	https://drive.google.com/uc?id=1Hn7mHVFlIKKoOZ-tMV4j18h9MsjbXIWo&export=download	https://drive.google.com/file/d/1Hn7mHVFlIKKoOZ-tMV4j18h9MsjbXIWo/edit
A20420218	https://drive.google.com/uc?id=1CmBAHT2GfHPpCHcGputyb6BpVQ_LUTFJ&export=download	https://drive.google.com/file/d/1CmBAHT2GfHPpCHcGputyb6BpVQ_LUTFJ/edit
A20420216	https://drive.google.com/uc?id=12ZCLY0zlnPznE8x8jCy5-Ub6XawZt9lS&export=download	https://drive.google.com/file/d/12ZCLY0zlnPznE8x8jCy5-Ub6XawZt9lS/edit
A20420211	https://drive.google.com/uc?id=1u4RSKrSz341D-fAkQClrBCBQnYXFPs7A&export=download	https://drive.google.com/file/d/1u4RSKrSz341D-fAkQClrBCBQnYXFPs7A/edit
A20420193	https://drive.google.com/uc?id=1v2eEcvaZ-9X3ZhlbWYW7BIS0NUhTXWWD&export=download	https://drive.google.com/file/d/1v2eEcvaZ-9X3ZhlbWYW7BIS0NUhTXWWD/edit
A20420187	https://drive.google.com/uc?id=1K_3I7Vl_3ncRgL3nMdkWEyy_myAg58M6&export=download	https://drive.google.com/file/d/1K_3I7Vl_3ncRgL3nMdkWEyy_myAg58M6/edit
A20420175	https://drive.google.com/uc?id=1CWVkc2YAm9uQRy2wG1OjWjLoWOjfIqTU&export=download	https://drive.google.com/file/d/1CWVkc2YAm9uQRy2wG1OjWjLoWOjfIqTU/edit
A20420168	https://drive.google.com/uc?id=195i9_w6AemZiW58oQjslipRyHUQ4nstg&export=download	https://drive.google.com/file/d/195i9_w6AemZiW58oQjslipRyHUQ4nstg/edit
A20420167	https://drive.google.com/uc?id=1P4hx7jnOjF35FEM5Cn3oTQ9hjg3Nc4LG&export=download	https://drive.google.com/file/d/1P4hx7jnOjF35FEM5Cn3oTQ9hjg3Nc4LG/edit
A20420163	https://drive.google.com/uc?id=1ZpW5aXTeBfbUa_bP-DKF0RWmzwOLpgVn&export=download	https://drive.google.com/file/d/1ZpW5aXTeBfbUa_bP-DKF0RWmzwOLpgVn/edit
A20420158	https://drive.google.com/uc?id=1nQcy4OlSSQkJAWZ_veLOkF6NA2j1VReH&export=download	https://drive.google.com/file/d/1nQcy4OlSSQkJAWZ_veLOkF6NA2j1VReH/edit
A20420126	https://drive.google.com/uc?id=1pFT0j_9oYESDQJ48D5g-vf85e9SNM61i&export=download	https://drive.google.com/file/d/1pFT0j_9oYESDQJ48D5g-vf85e9SNM61i/edit
A20420151	https://drive.google.com/uc?id=171EIYC51CR_mVzzfF8hb-Uvz38nvq3wm&export=download	https://drive.google.com/file/d/171EIYC51CR_mVzzfF8hb-Uvz38nvq3wm/edit
A20420124	https://drive.google.com/uc?id=1WRBDXfvqwRkPgJdNG-4mEbd3rPs_bAfX&export=download	https://drive.google.com/file/d/1WRBDXfvqwRkPgJdNG-4mEbd3rPs_bAfX/edit
A20420105	https://drive.google.com/uc?id=19P_IeWLzpENZZzPtyFj7vTIbImiWktvD&export=download	https://drive.google.com/file/d/19P_IeWLzpENZZzPtyFj7vTIbImiWktvD/edit
A20420123	https://drive.google.com/uc?id=1W9r7lT5ArRVaehwJbxaJn6axvkV4qgkn&export=download	https://drive.google.com/file/d/1W9r7lT5ArRVaehwJbxaJn6axvkV4qgkn/edit
A20420081	https://drive.google.com/uc?id=1f8vPSfHqplMMErzPZe8-GYR52V1wK5-r&export=download	https://drive.google.com/file/d/1f8vPSfHqplMMErzPZe8-GYR52V1wK5-r/edit
A20420075	https://drive.google.com/uc?id=1_QRUPzdbJqYdK3NT-m7GEJjXT6ZRSWFW&export=download	https://drive.google.com/file/d/1_QRUPzdbJqYdK3NT-m7GEJjXT6ZRSWFW/edit
A20420072	https://drive.google.com/uc?id=1e-mZUPrzW-PTW_Rtbvp3-xgs2bGPe0o_&export=download	https://drive.google.com/file/d/1e-mZUPrzW-PTW_Rtbvp3-xgs2bGPe0o_/edit
A20420063	https://drive.google.com/uc?id=155qSnXl5Yq5JY1BkjhZm3j9F1vzqx1u9&export=download	https://drive.google.com/file/d/155qSnXl5Yq5JY1BkjhZm3j9F1vzqx1u9/edit
A20420062	https://drive.google.com/uc?id=1XYYTGz4Mt-xmq_E9bsslClvkjqJ1TY9w&export=download	https://drive.google.com/file/d/1XYYTGz4Mt-xmq_E9bsslClvkjqJ1TY9w/edit
A20420058	https://drive.google.com/uc?id=1fcyfPyZgPiJtcilpek9WgJDgXkAqyUCT&export=download	https://drive.google.com/file/d/1fcyfPyZgPiJtcilpek9WgJDgXkAqyUCT/edit
A20420053	https://drive.google.com/uc?id=1Aq4xwgKzSDZYHE2MRdrB9bDtWq_61eKE&export=download	https://drive.google.com/file/d/1Aq4xwgKzSDZYHE2MRdrB9bDtWq_61eKE/edit
